lamda;cuentas
428.79;865.05
428.92;868.35
429.04;869.65
429.17;870.20
429.30;874.35
429.43;877.15
429.56;877.10
429.69;879.10
429.82;878.80
429.95;876.50
430.07;875.95
430.20;876.65
430.33;880.05
430.46;883.80
430.59;881.40
430.72;881.90
430.85;881.25
430.97;873.50
431.10;869.10
431.23;870.55
431.36;869.10
431.49;868.50
431.62;874.05
431.75;875.30
431.88;876.90
432.00;876.85
432.13;876.55
432.26;876.25
432.39;877.55
432.52;877.50
432.65;875.80
432.78;876.85
432.90;878.35
433.03;875.30
433.16;876.80
433.29;878.60
433.42;884.45
433.55;885.20
433.68;887.25
433.80;890.15
433.93;890.55
434.06;893.30
434.19;893.95
434.32;897.50
434.45;897.30
434.57;902.30
434.70;903.20
434.83;905.05
434.96;903.00
435.09;903.60
435.22;902.85
435.35;894.65
435.47;894.10
435.60;899.40
435.73;896.95
435.86;892.40
435.99;895.80
436.12;894.85
436.25;892.30
436.37;890.10
436.50;900.25
436.63;901.60
436.76;906.30
436.89;911.40
437.02;918.95
437.14;909.75
437.27;914.15
437.40;911.75
437.53;906.60
437.66;898.65
437.79;897.40
437.91;891.00
438.04;886.25
438.17;885.50
438.30;891.45
438.43;896.75
438.56;900.80
438.68;902.05
438.81;899.05
438.94;898.65
439.07;903.20
439.20;899.15
439.33;901.35
439.45;906.90
439.58;906.60
439.71;897.90
439.84;899.95
439.97;901.40
440.10;908.20
440.22;910.35
440.35;913.10
440.48;912.70
440.61;912.45
440.74;906.15
440.87;899.20
440.99;897.85
441.12;902.75
441.25;902.60
441.38;902.40
441.51;908.95
441.64;914.60
441.76;911.80
441.89;912.15
442.02;908.30
442.15;904.15
442.28;901.95
442.40;901.70
442.53;900.65
442.66;904.15
442.79;906.15
442.92;905.60
443.05;906.85
443.17;914.35
443.30;915.05
443.43;914.25
443.56;916.25
443.69;917.40
443.81;914.55
443.94;917.75
444.07;917.20
444.20;922.85
444.33;926.45
444.46;921.15
444.58;913.50
444.71;915.10
444.84;908.35
444.97;900.30
445.10;902.55
445.22;906.20
445.35;905.25
445.48;908.25
445.61;915.80
445.74;917.45
445.86;914.60
445.99;919.90
446.12;915.85
446.25;915.15
446.38;914.05
446.51;924.90
446.63;923.40
446.76;927.70
446.89;927.40
447.02;937.25
447.15;933.35
447.27;934.45
447.40;929.50
447.53;928.30
447.66;918.75
447.79;914.20
447.91;915.90
448.04;921.15
448.17;919.45
448.30;924.15
448.43;926.70
448.55;921.05
448.68;916.75
448.81;919.00
448.94;912.85
449.07;908.55
449.19;909.45
449.32;915.75
449.45;913.85
449.58;917.00
449.71;919.95
449.83;924.95
449.96;918.55
450.09;917.75
450.22;922.85
450.34;924.25
450.47;918.80
450.60;921.30
450.73;922.75
450.86;921.05
450.98;921.60
451.11;927.00
451.24;929.90
451.37;933.00
451.50;930.50
451.62;934.20
451.75;931.40
451.88;927.65
452.01;922.65
452.14;920.95
452.26;915.70
452.39;915.60
452.52;921.20
452.65;928.60
452.77;932.85
452.90;937.45
453.03;938.05
453.16;939.45
453.29;935.95
453.41;935.20
453.54;936.10
453.67;939.25
453.80;935.20
453.92;942.15
454.05;946.60
454.18;949.05
454.31;945.25
454.44;944.30
454.56;940.60
454.69;939.05
454.82;930.90
454.95;931.85
455.07;932.65
455.20;934.65
455.33;931.65
455.46;940.45
455.59;943.45
455.71;945.20
455.84;940.05
455.97;942.25
456.10;938.40
456.22;938.70
456.35;938.50
456.48;941.55
456.61;942.10
456.73;940.85
456.86;935.90
456.99;936.80
457.12;936.30
457.24;937.60
457.37;937.30
457.50;942.15
457.63;945.35
457.76;948.35
457.88;948.05
458.01;952.45
458.14;952.30
458.27;952.30
458.39;955.75
458.52;950.55
458.65;950.55
458.78;955.10
458.90;955.30
459.03;948.00
459.16;953.30
459.29;951.75
459.41;948.15
459.54;949.10
459.67;953.15
459.80;956.50
459.92;959.15
460.05;957.55
460.18;955.70
460.31;954.35
460.43;947.30
460.56;946.35
460.69;947.85
460.82;950.60
460.94;953.75
461.07;964.70
461.20;960.45
461.33;959.90
461.45;957.65
461.58;952.55
461.71;945.00
461.84;949.00
461.96;950.25
462.09;947.15
462.22;948.75
462.35;953.05
462.47;953.45
462.60;955.55
462.73;959.95
462.86;962.55
462.98;961.60
463.11;965.20
463.24;965.65
463.37;968.25
463.49;965.25
463.62;968.20
463.75;967.50
463.88;970.30
464.00;968.95
464.13;971.25
464.26;967.25
464.39;968.95
464.51;972.90
464.64;971.75
464.77;974.15
464.90;973.65
465.02;972.90
465.15;970.20
465.28;973.15
465.40;977.20
465.53;976.65
465.66;973.15
465.79;968.55
465.91;971.40
466.04;965.75
466.17;966.75
466.30;972.55
466.42;975.40
466.55;968.75
466.68;974.20
466.80;977.45
466.93;976.90
467.06;975.40
467.19;974.05
467.31;969.80
467.44;971.25
467.57;972.65
467.70;977.65
467.82;982.10
467.95;985.15
468.08;984.90
468.20;986.55
468.33;985.60
468.46;988.75
468.59;991.25
468.71;997.05
468.84;996.50
468.97;1001.45
469.10;1004.05
469.22;1003.50
469.35;999.40
469.48;997.25
469.60;999.00
469.73;1001.10
469.86;1001.85
469.99;1004.60
470.11;1013.25
470.24;1008.25
470.37;1006.00
470.49;1007.55
470.62;1004.15
470.75;1002.55
470.88;1007.85
471.00;1013.40
471.13;1011.55
471.26;1013.10
471.38;1008.80
471.51;1005.05
471.64;997.35
471.77;999.15
471.89;998.30
472.02;1000.95
472.15;1000.55
472.27;1008.15
472.40;1009.70
472.53;1013.10
472.65;1016.50
472.78;1021.70
472.91;1021.10
473.04;1026.10
473.16;1026.05
473.29;1027.10
473.42;1029.85
473.54;1030.45
473.67;1028.65
473.80;1025.40
473.93;1026.15
474.05;1020.45
474.18;1019.40
474.31;1022.05
474.43;1027.40
474.56;1028.00
474.69;1030.30
474.81;1032.55
474.94;1034.30
475.07;1034.30
475.20;1033.15
475.32;1032.05
475.45;1031.20
475.58;1026.75
475.70;1030.95
475.83;1030.15
475.96;1033.60
476.08;1034.25
476.21;1039.60
476.34;1038.25
476.46;1043.25
476.59;1044.15
476.72;1040.15
476.85;1035.00
476.97;1035.55
477.10;1032.85
477.23;1036.00
477.35;1044.00
477.48;1043.35
477.61;1041.55
477.73;1046.10
477.86;1045.15
477.99;1046.75
478.11;1052.25
478.24;1059.05
478.37;1061.05
478.49;1062.80
478.62;1062.85
478.75;1062.50
478.88;1060.10
479.00;1058.50
479.13;1058.25
479.26;1059.90
479.38;1062.80
479.51;1063.40
479.64;1063.90
479.76;1069.90
479.89;1070.60
480.02;1069.35
480.14;1069.45
480.27;1068.50
480.40;1069.15
480.52;1069.30
480.65;1067.85
480.78;1071.00
480.90;1072.00
481.03;1069.25
481.16;1068.05
481.28;1071.45
481.41;1072.10
481.54;1075.60
481.66;1074.15
481.79;1073.80
481.92;1076.50
482.04;1074.90
482.17;1075.15
482.30;1082.00
482.42;1085.45
482.55;1082.00
482.68;1086.40
482.80;1084.45
482.93;1082.05
483.06;1079.65
483.18;1082.35
483.31;1081.95
483.44;1085.10
483.56;1080.65
483.69;1082.80
483.82;1081.55
483.94;1082.40
484.07;1083.95
484.20;1088.15
484.32;1095.85
484.45;1097.20
484.58;1099.15
484.70;1096.50
484.83;1094.00
484.96;1088.10
485.08;1086.85
485.21;1087.30
485.34;1089.30
485.46;1090.65
485.59;1092.70
485.72;1095.80
485.84;1097.30
485.97;1099.70
486.10;1100.50
486.22;1098.65
486.35;1099.60
486.48;1096.05
486.60;1094.50
486.73;1101.90
486.86;1102.35
486.98;1104.70
487.11;1104.40
487.23;1104.15
487.36;1096.85
487.49;1098.15
487.61;1095.55
487.74;1101.55
487.87;1096.45
487.99;1099.75
488.12;1098.45
488.25;1101.50
488.37;1100.95
488.50;1109.05
488.63;1108.20
488.75;1111.65
488.88;1112.75
489.01;1110.85
489.13;1105.95
489.26;1105.45
489.38;1103.40
489.51;1101.95
489.64;1100.05
489.76;1101.75
489.89;1105.75
490.02;1108.70
490.14;1111.75
490.27;1113.20
490.40;1115.75
490.52;1111.90
490.65;1112.55
490.77;1110.50
490.90;1116.45
491.03;1118.55
491.15;1116.25
491.28;1119.20
491.41;1122.05
491.53;1115.70
491.66;1112.60
491.79;1124.35
491.91;1117.00
492.04;1116.40
492.16;1115.70
492.29;1126.80
492.42;1123.15
492.54;1125.80
492.67;1120.90
492.80;1123.50
492.92;1110.90
493.05;1103.80
493.17;1102.05
493.30;1102.10
493.43;1101.65
493.55;1104.85
493.68;1111.50
493.81;1113.20
493.93;1117.70
494.06;1118.05
494.18;1114.15
494.31;1113.45
494.44;1113.05
494.56;1110.25
494.69;1113.65
494.82;1115.10
494.94;1110.55
495.07;1112.25
495.19;1115.10
495.32;1113.45
495.45;1111.90
495.57;1117.70
495.70;1115.30
495.83;1111.20
495.95;1106.95
496.08;1110.15
496.20;1106.70
496.33;1107.35
496.46;1105.25
496.58;1109.90
496.71;1110.95
496.83;1118.45
496.96;1116.55
497.09;1116.55
497.21;1112.10
497.34;1108.05
497.47;1103.40
497.59;1105.40
497.72;1109.85
497.84;1113.80
497.97;1116.15
498.10;1110.25
498.22;1112.45
498.35;1113.30
498.47;1111.80
498.60;1112.75
498.73;1117.00
498.85;1117.45
498.98;1112.20
499.10;1114.05
499.23;1117.65
499.36;1119.35
499.48;1116.55
499.61;1117.50
499.73;1114.45
499.86;1107.00
499.99;1102.45
500.11;1103.35
500.24;1104.25
500.36;1107.60
500.49;1113.75
500.62;1114.50
500.74;1116.50
500.87;1115.95
500.99;1113.60
501.12;1108.75
501.25;1108.30
501.37;1105.85
501.50;1110.00
501.62;1109.10
501.75;1110.10
501.88;1107.05
502.00;1109.45
502.13;1105.95
502.25;1109.15
502.38;1110.05
502.51;1114.15
502.63;1113.10
502.76;1117.05
502.88;1115.55
503.01;1119.05
503.14;1119.70
503.26;1114.45
503.39;1110.40
503.51;1106.45
503.64;1099.85
503.76;1097.65
503.89;1099.25
504.02;1101.50
504.14;1107.55
504.27;1112.45
504.39;1112.35
504.52;1110.20
504.65;1111.20
504.77;1110.85
504.90;1110.55
505.02;1112.10
505.15;1115.30
505.27;1113.15
505.40;1104.45
505.53;1100.15
505.65;1099.45
505.78;1099.05
505.90;1098.85
506.03;1103.05
506.15;1104.45
506.28;1105.55
506.41;1104.55
506.53;1102.20
506.66;1102.15
506.78;1105.85
506.91;1106.65
507.04;1104.95
507.16;1103.90
507.29;1105.85
507.41;1102.70
507.54;1101.15
507.66;1108.30
507.79;1115.55
507.92;1112.20
508.04;1114.20
508.17;1112.80
508.29;1112.70
508.42;1114.40
508.54;1119.65
508.67;1118.70
508.80;1122.80
508.92;1120.15
509.05;1115.95
509.17;1114.35
509.30;1116.60
509.42;1114.85
509.55;1117.85
509.67;1118.05
509.80;1115.75
509.93;1117.25
510.05;1119.15
510.18;1116.00
510.30;1117.60
510.43;1122.00
510.55;1113.85
510.68;1108.85
510.81;1109.35
510.93;1109.00
511.06;1115.40
511.18;1122.70
511.31;1126.60
511.43;1128.70
511.56;1130.55
511.68;1121.20
511.81;1114.50
511.94;1111.15
512.06;1109.05
512.19;1110.85
512.31;1116.60
512.44;1123.80
512.56;1133.25
512.69;1131.60
512.81;1126.90
512.94;1123.00
513.06;1120.40
513.19;1118.45
513.32;1124.70
513.44;1131.15
513.57;1134.15
513.69;1140.80
513.82;1136.05
513.94;1129.80
514.07;1123.15
514.19;1120.00
514.32;1114.55
514.45;1119.70
514.57;1129.05
514.70;1138.10
514.82;1142.55
514.95;1143.15
515.07;1135.50
515.20;1126.10
515.32;1117.80
515.45;1116.95
515.57;1119.75
515.70;1133.55
515.82;1148.35
515.95;1158.55
516.08;1163.65
516.20;1164.00
516.33;1152.85
516.45;1139.60
516.58;1132.70
516.70;1129.70
516.83;1130.20
516.95;1133.65
517.08;1145.25
517.20;1154.75
517.33;1153.40
517.45;1154.70
517.58;1151.75
517.71;1139.70
517.83;1130.45
517.96;1131.60
518.08;1131.60
518.21;1140.20
518.33;1152.05
518.46;1158.70
518.58;1164.20
518.71;1165.80
518.83;1154.90
518.96;1139.00
519.08;1131.85
519.21;1118.85
519.33;1112.15
519.46;1117.60
519.58;1131.35
519.71;1167.10
519.83;1188.95
519.96;1201.75
520.09;1206.35
520.21;1202.70
520.34;1159.85
520.46;1137.90
520.59;1119.90
520.71;1112.95
520.84;1113.50
520.96;1124.10
521.09;1137.45
521.21;1154.55
521.34;1168.15
521.46;1177.70
521.59;1183.35
521.71;1176.15
521.84;1161.20
521.96;1145.20
522.09;1128.35
522.21;1120.70
522.34;1119.25
522.46;1131.60
522.59;1148.90
522.71;1169.65
522.84;1187.15
522.96;1202.90
523.09;1207.15
523.21;1195.55
523.34;1173.80
523.46;1150.35
523.59;1125.55
523.71;1116.80
523.84;1113.95
523.96;1127.10
524.09;1141.70
524.22;1162.60
524.34;1173.85
524.47;1189.35
524.59;1194.40
524.72;1195.15
524.84;1186.40
524.97;1167.40
525.09;1150.55
525.22;1134.60
525.34;1125.00
525.47;1123.80
525.59;1130.35
525.72;1145.35
525.84;1155.90
525.97;1170.95
526.09;1184.35
526.22;1197.95
526.34;1203.30
526.47;1203.95
526.59;1191.70
526.72;1177.05
526.84;1158.00
526.97;1141.65
527.09;1138.50
527.22;1138.35
527.34;1149.00
527.47;1168.50
527.59;1190.35
527.71;1209.20
527.84;1229.20
527.96;1239.65
528.09;1243.25
528.21;1230.00
528.34;1209.35
528.46;1189.25
528.59;1164.90
528.71;1146.65
528.84;1140.70
528.96;1144.65
529.09;1150.15
529.21;1170.60
529.34;1186.90
529.46;1205.75
529.59;1228.75
529.71;1251.45
529.84;1265.80
529.96;1266.20
530.09;1259.15
530.21;1235.35
530.34;1209.40
530.46;1184.40
530.59;1175.35
530.71;1168.75
530.84;1174.00
530.96;1180.50
531.09;1192.60
531.21;1209.20
531.34;1229.00
531.46;1248.80
531.59;1269.45
531.71;1286.65
531.83;1289.25
531.96;1279.30
532.08;1257.55
532.21;1224.20
532.33;1188.05
532.46;1167.50
532.58;1165.40
532.71;1171.25
532.83;1191.55
532.96;1216.40
533.08;1235.60
533.21;1253.30
533.33;1277.85
533.46;1298.10
533.58;1314.75
533.71;1327.80
533.83;1320.65
533.96;1296.20
534.08;1263.45
534.20;1227.35
534.33;1198.05
534.45;1186.90
534.58;1189.70
534.70;1201.15
534.83;1223.05
534.95;1240.10
535.08;1252.95
535.20;1271.10
535.33;1293.50
535.45;1305.05
535.58;1325.90
535.70;1342.00
535.82;1344.55
535.95;1334.10
536.07;1308.40
536.20;1268.60
536.32;1233.60
536.45;1208.20
536.57;1190.25
536.70;1191.75
536.82;1203.85
536.95;1216.25
537.07;1240.20
537.20;1264.15
537.32;1287.60
537.44;1309.20
537.57;1333.05
537.69;1341.60
537.82;1355.30
537.94;1362.00
538.07;1359.45
538.19;1338.00
538.32;1307.55
538.44;1261.20
538.57;1225.25
538.69;1192.00
538.81;1182.00
538.94;1184.15
539.06;1204.10
539.19;1228.45
539.31;1257.30
539.44;1281.70
539.56;1308.95
539.69;1338.40
539.81;1355.75
539.93;1374.85
540.06;1382.25
540.18;1379.85
540.31;1349.75
540.43;1312.70
540.56;1266.55
540.68;1226.35
540.81;1194.00
540.93;1186.10
541.05;1194.80
541.18;1213.20
541.30;1237.20
541.43;1261.80
541.55;1285.90
541.68;1309.10
541.80;1330.85
541.92;1353.20
542.05;1376.30
542.17;1391.50
542.30;1400.95
542.42;1391.45
542.55;1366.85
542.67;1329.15
542.80;1288.70
542.92;1241.55
543.04;1215.90
543.17;1201.70
543.29;1204.65
543.42;1219.35
543.54;1251.40
543.67;1281.95
543.79;1310.10
543.91;1336.70
544.04;1363.05
544.16;1379.45
544.29;1395.40
544.41;1411.75
544.54;1422.75
544.66;1427.60
544.78;1424.90
544.91;1402.05
545.03;1371.85
545.16;1333.50
545.28;1288.85
545.41;1255.30
545.53;1242.35
545.65;1245.10
545.78;1260.25
545.90;1290.30
546.03;1319.25
546.15;1348.50
546.27;1371.00
546.40;1392.35
546.52;1404.25
546.65;1418.70
546.77;1426.05
546.90;1434.45
547.02;1442.95
547.14;1449.90
547.27;1440.40
547.39;1421.45
547.52;1387.75
547.64;1346.30
547.76;1308.30
547.89;1281.70
548.01;1275.95
548.14;1284.80
548.26;1308.20
548.39;1338.65
548.51;1370.20
548.63;1394.75
548.76;1418.25
548.88;1434.05
549.01;1445.30
549.13;1454.75
549.25;1463.75
549.38;1473.85
549.50;1482.10
549.63;1486.05
549.75;1483.10
549.87;1466.60
550.00;1437.25
550.12;1403.15
550.25;1367.35
550.37;1341.10
550.49;1333.55
550.62;1339.80
550.74;1361.10
550.87;1386.45
550.99;1413.00
551.11;1438.70
551.24;1460.25
551.36;1471.00
551.49;1476.25
551.61;1478.45
551.73;1478.20
551.86;1483.10
551.98;1492.60
552.11;1511.75
552.23;1526.70
552.35;1529.85
552.48;1522.45
552.60;1493.60
552.73;1457.65
552.85;1425.75
552.97;1402.30
553.10;1401.55
553.22;1413.60
553.35;1435.40
553.47;1453.45
553.59;1481.35
553.72;1492.45
553.84;1503.70
553.97;1513.55
554.09;1517.60
554.21;1510.20
554.34;1512.45
554.46;1518.85
554.59;1524.45
554.71;1541.10
554.83;1567.65
554.96;1580.90
555.08;1582.60
555.20;1571.05
555.33;1543.50
555.45;1505.55
555.58;1475.15
555.70;1454.30
555.82;1448.20
555.95;1462.65
556.07;1485.95
556.20;1510.70
556.32;1533.50
556.44;1541.85
556.57;1537.85
556.69;1525.00
556.81;1514.75
556.94;1508.50
557.06;1524.55
557.19;1547.30
557.31;1572.50
557.43;1599.30
557.56;1625.85
557.68;1639.60
557.80;1640.45
557.93;1636.30
558.05;1611.10
558.18;1580.95
558.30;1543.40
558.42;1520.75
558.55;1506.35
558.67;1514.20
558.79;1530.00
558.92;1552.30
559.04;1564.20
559.17;1567.25
559.29;1560.70
559.41;1543.75
559.54;1529.85
559.66;1525.45
559.78;1530.55
559.91;1548.20
560.03;1575.90
560.15;1605.40
560.28;1638.35
560.40;1666.30
560.53;1691.10
560.65;1706.45
560.77;1703.80
560.90;1685.60
561.02;1661.50
561.14;1627.85
561.27;1610.90
561.39;1603.95
561.51;1606.70
561.64;1611.15
561.76;1615.20
561.88;1597.20
562.01;1577.25
562.13;1557.50
562.26;1542.30
562.38;1532.80
562.50;1536.85
562.63;1556.30
562.75;1581.45
562.87;1611.70
563.00;1640.35
563.12;1672.25
563.24;1701.00
563.37;1726.80
563.49;1749.05
563.61;1788.40
563.74;1791.15
563.86;1771.50
563.99;1746.45
564.11;1722.90
564.23;1676.80
564.36;1662.75
564.48;1662.25
564.60;1662.25
564.73;1643.30
564.85;1622.65
564.97;1598.50
565.10;1576.55
565.22;1558.15
565.34;1563.75
565.47;1579.50
565.59;1601.10
565.71;1626.15
565.84;1653.40
565.96;1678.10
566.08;1708.05
566.21;1734.60
566.33;1757.40
566.45;1787.35
566.58;1807.55
566.70;1819.40
566.82;1811.80
566.95;1807.80
567.07;1784.65
567.19;1763.35
567.32;1740.60
567.44;1730.65
567.56;1702.25
567.69;1677.15
567.81;1650.70
567.93;1622.10
568.06;1597.25
568.18;1591.65
568.30;1598.80
568.43;1608.90
568.55;1628.65
568.67;1654.10
568.80;1679.40
568.92;1698.15
569.04;1727.50
569.17;1752.30
569.29;1777.60
569.41;1800.00
569.54;1830.75
569.66;1850.95
569.78;1869.00
569.91;1881.60
570.03;1877.05
570.15;1855.10
570.28;1840.20
570.40;1824.65
570.52;1796.45
570.65;1778.70
570.77;1757.55
570.89;1725.70
571.02;1688.55
571.14;1669.65
571.26;1657.15
571.39;1656.10
571.51;1669.30
571.63;1685.55
571.76;1702.05
571.88;1718.60
572.00;1738.05
572.13;1755.05
572.25;1776.55
572.37;1801.80
572.49;1828.00
572.62;1854.10
572.74;1884.50
572.86;1910.25
572.99;1928.15
573.11;1939.15
573.23;1936.85
573.36;1923.50
573.48;1908.70
573.60;1882.30
573.73;1852.40
573.85;1824.25
573.97;1785.45
574.10;1751.80
574.22;1722.30
574.34;1707.45
574.46;1706.95
574.59;1712.30
574.71;1718.50
574.83;1731.60
574.96;1744.70
575.08;1759.55
575.20;1781.20
575.33;1809.40
575.45;1843.25
575.57;1867.45
575.70;1890.80
575.82;1919.90
575.94;1939.95
576.06;1956.70
576.19;1977.70
576.31;1999.75
576.43;2006.05
576.56;2012.40
576.68;2015.80
576.80;2004.45
576.93;1976.30
577.05;1938.50
577.17;1891.05
577.29;1841.70
577.42;1806.70
577.54;1776.05
577.66;1763.90
577.79;1757.50
577.91;1756.45
578.03;1755.25
578.15;1765.00
578.28;1782.65
578.40;1809.25
578.52;1832.70
578.65;1864.60
578.77;1889.15
578.89;1916.70
579.02;1936.20
579.14;1965.50
579.26;1985.95
579.38;2009.35
579.51;2027.30
579.63;2049.15
579.75;2067.65
579.88;2077.80
580.00;2078.65
580.12;2074.30
580.24;2055.90
580.37;2020.55
580.49;1979.05
580.61;1943.95
580.74;1898.35
580.86;1864.05
580.98;1838.15
581.10;1822.25
581.23;1810.20
581.35;1815.20
581.47;1825.25
581.59;1841.45
581.72;1862.70
581.84;1888.70
581.96;1910.00
582.09;1930.75
582.21;1952.40
582.33;1976.60
582.45;1994.00
582.58;2012.25
582.70;2030.00
582.82;2048.50
582.95;2063.60
583.07;2079.60
583.19;2095.65
583.31;2111.40
583.44;2121.10
583.56;2118.70
583.68;2106.30
583.80;2080.60
583.93;2037.95
584.05;1984.65
584.17;1938.30
584.30;1896.85
584.42;1865.15
584.54;1846.10
584.66;1844.20
584.79;1852.80
584.91;1863.00
585.03;1875.80
585.15;1899.45
585.28;1919.50
585.40;1937.90
585.52;1960.65
585.64;1982.80
585.77;1999.20
585.89;2019.25
586.01;2033.20
586.13;2053.10
586.26;2070.35
586.38;2086.75
586.50;2103.30
586.63;2121.40
586.75;2130.95
586.87;2144.00
586.99;2153.15
587.12;2155.25
587.24;2143.80
587.36;2113.40
587.48;2071.50
587.61;2026.10
587.73;1971.95
587.85;1928.20
587.97;1901.90
588.10;1887.95
588.22;1883.75
588.34;1887.80
588.46;1902.75
588.59;1922.95
588.71;1943.95
588.83;1955.90
588.95;1974.90
589.08;1991.25
589.20;2008.80
589.32;2022.75
589.44;2044.85
589.57;2067.35
589.69;2086.55
589.81;2100.75
589.93;2122.55
590.06;2132.55
590.18;2141.95
590.30;2152.20
590.42;2165.00
590.55;2168.50
590.67;2177.85
590.79;2179.55
590.91;2165.05
591.04;2133.20
591.16;2088.75
591.28;2039.60
591.40;1983.50
591.52;1945.15
591.65;1920.00
591.77;1920.65
591.89;1923.60
592.01;1941.95
592.14;1960.05
592.26;1986.95
592.38;1997.60
592.50;2017.55
592.63;2036.85
592.75;2051.05
592.87;2065.75
592.99;2089.65
593.12;2103.90
593.24;2117.95
593.36;2142.10
593.48;2158.40
593.60;2167.20
593.73;2188.35
593.85;2201.55
593.97;2202.25
594.09;2208.00
594.22;2222.00
594.34;2234.25
594.46;2232.25
594.58;2221.95
594.71;2193.10
594.83;2145.10
594.95;2086.35
595.07;2041.35
595.19;2010.30
595.32;2005.00
595.44;2002.05
595.56;2012.00
595.68;2023.45
595.81;2036.70
595.93;2039.75
596.05;2060.00
596.17;2068.95
596.29;2085.40
596.42;2111.85
596.54;2128.85
596.66;2142.25
596.78;2162.05
596.91;2177.20
597.03;2181.10
597.15;2200.05
597.27;2219.45
597.39;2233.05
597.52;2245.65
597.64;2258.35
597.76;2269.40
597.88;2275.30
598.00;2279.40
598.13;2288.50
598.25;2284.20
598.37;2267.55
598.49;2237.30
598.62;2197.00
598.74;2144.15
598.86;2105.15
598.98;2070.25
599.10;2053.30
599.23;2054.55
599.35;2062.50
599.47;2074.80
599.59;2096.80
599.71;2113.55
599.84;2130.55
599.96;2156.75
600.08;2170.25
600.20;2176.70
600.32;2193.95
600.45;2202.80
600.57;2208.80
600.69;2222.55
600.81;2236.80
600.93;2247.25
601.06;2263.10
601.18;2281.90
601.30;2296.65
601.42;2312.95
601.54;2325.15
601.67;2340.35
601.79;2351.15
601.91;2356.15
602.03;2354.50
602.15;2345.35
602.28;2322.90
602.40;2279.50
602.52;2241.50
602.64;2209.65
602.76;2179.55
602.89;2158.75
603.01;2156.60
603.13;2158.65
603.25;2158.30
603.37;2175.15
603.50;2193.70
603.62;2207.55
603.74;2219.50
603.86;2238.05
603.98;2248.20
604.11;2255.25
604.23;2267.20
604.35;2277.10
604.47;2290.30
604.59;2293.95
604.71;2302.50
604.84;2314.25
604.96;2329.95
605.08;2334.00
605.20;2349.55
605.32;2358.40
605.45;2367.55
605.57;2371.35
605.69;2381.55
605.81;2389.15
605.93;2393.65
606.06;2390.40
606.18;2378.55
606.30;2354.55
606.42;2316.45
606.54;2286.15
606.66;2256.40
606.79;2238.35
606.91;2231.85
607.03;2234.15
607.15;2239.15
607.27;2246.10
607.39;2256.35
607.52;2264.25
607.64;2280.55
607.76;2288.30
607.88;2304.55
608.00;2313.65
608.13;2326.05
608.25;2333.75
608.37;2346.95
608.49;2353.15
608.61;2359.85
608.73;2369.45
608.86;2382.55
608.98;2394.80
609.10;2401.90
609.22;2414.30
609.34;2429.90
609.46;2434.35
609.59;2437.75
609.71;2442.25
609.83;2446.20
609.95;2435.15
610.07;2418.50
610.19;2396.15
610.32;2374.85
610.44;2341.50
610.56;2313.20
610.68;2300.80
610.80;2291.25
610.92;2284.55
611.05;2288.35
611.17;2291.70
611.29;2292.85
611.41;2299.05
611.53;2309.05
611.65;2321.45
611.77;2334.65
611.90;2347.05
612.02;2365.20
612.14;2374.30
612.26;2383.45
612.38;2388.00
612.50;2399.10
612.63;2400.85
612.75;2412.00
612.87;2417.75
612.99;2428.90
613.11;2443.10
613.23;2450.60
613.35;2459.80
613.48;2469.30
613.60;2473.55
613.72;2466.25
613.84;2471.55
613.96;2465.95
614.08;2454.45
614.21;2446.95
614.33;2431.75
614.45;2409.70
614.57;2384.15
614.69;2364.85
614.81;2346.45
614.93;2337.90
615.06;2334.00
615.18;2337.10
615.30;2342.35
615.42;2350.00
615.54;2354.80
615.66;2355.65
615.78;2366.85
615.91;2376.65
616.03;2385.35
616.15;2395.75
616.27;2413.60
616.39;2419.80
616.51;2428.55
616.63;2432.35
616.76;2432.75
616.88;2432.95
617.00;2437.15
617.12;2438.80
617.24;2447.70
617.36;2456.85
617.48;2460.55
617.60;2461.10
617.73;2467.40
617.85;2464.30
617.97;2466.80
618.09;2459.30
618.21;2444.40
618.33;2427.60
618.45;2415.90
618.58;2401.90
618.70;2394.85
618.82;2394.90
618.94;2381.85
619.06;2379.05
619.18;2377.05
619.30;2377.40
619.42;2383.60
619.55;2399.40
619.67;2405.15
619.79;2411.25
619.91;2420.05
620.03;2419.60
620.15;2422.45
620.27;2423.20
620.39;2428.60
620.52;2431.15
620.64;2434.55
620.76;2442.80
620.88;2451.80
621.00;2451.95
621.12;2453.30
621.24;2459.35
621.36;2459.30
621.48;2457.50
621.61;2455.50
621.73;2451.30
621.85;2457.30
621.97;2458.65
622.09;2462.65
622.21;2461.75
622.33;2462.90
622.45;2449.60
622.58;2431.00
622.70;2413.50
622.82;2404.50
622.94;2395.75
623.06;2383.85
623.18;2384.05
623.30;2382.60
623.42;2385.50
623.54;2392.25
623.67;2402.95
623.79;2404.70
623.91;2406.70
624.03;2407.30
624.15;2408.40
624.27;2408.45
624.39;2413.95
624.51;2423.85
624.63;2429.10
624.75;2429.50
624.88;2432.20
625.00;2436.40
625.12;2438.05
625.24;2446.35
625.36;2452.00
625.48;2457.30
625.60;2461.05
625.72;2459.60
625.84;2453.80
625.97;2446.50
626.09;2447.50
626.21;2446.80
626.33;2448.95
626.45;2447.80
626.57;2449.70
626.69;2443.70
626.81;2432.20
626.93;2417.20
627.05;2408.35
627.17;2400.30
